time_of_day,avg_condition_8,avg_condition_6,avg_condition_10,avg_condition_1,avg_condition_7,avg_condition_12,avg_condition_4,avg_condition_21,avg_condition_20,avg_condition_19,avg_condition_18,avg_condition_17,avg_condition_5,avg_condition_15,avg_condition_9,avg_condition_3,avg_condition_13,avg_condition_22,avg_condition_11,avg_condition_14,avg_condition_16,avg_condition_23,avg_condition_2,avg_control_1,avg_control_21,avg_control_10,avg_control_17,avg_control_30,avg_control_15,avg_control_3,avg_control_27,avg_control_26,avg_control_25,avg_control_24,avg_control_18,avg_control_22,avg_control_20,avg_control_19,avg_control_29,avg_control_23,avg_control_16,avg_control_14,avg_control_13,avg_control_11,avg_control_9,avg_control_8,avg_control_7,avg_control_6,avg_control_5,avg_control_4,avg_control_31,avg_control_12,avg_control_32,avg_control_28,avg_control_2
15:01,427.57,268.20,535.93,130.06,387.06,362.56,534.87,30.07,46.56,163.60,119.53,183.80,230.80,190.53,188.87,766.94,328.33,419.53,219.19,108.20,387.55,446.41,355.43,157.69,210.64,496.87,248.80,482.73,415.12,110.67,577.64,634.57,532.40,586.00,373.41,612.53,626.23,577.95,782.47,264.73,541.53,816.31,421.44,348.59,198.90,484.20,385.25,265.14,227.21,203.18,238.00,141.58,81.64,414.06,534.14
15:02,377.14,232.67,670.27,177.00,448.44,434.75,528.93,25.87,47.72,220.07,95.27,166.07,331.40,102.13,138.47,737.12,314.89,367.80,262.50,98.40,395.17,471.27,248.75,172.56,242.91,461.60,190.20,461.20,435.94,175.70,684.86,623.57,424.07,589.20,241.41,285.53,503.14,345.79,657.24,307.47,768.24,911.44,471.94,366.94,206.30,326.95,364.03,245.67,228.03,209.27,168.42,171.79,68.97,507.24,609.36
15:03,569.00,316.27,657.33,165.41,409.81,371.81,517.27,6.33,40.28,221.40,100.20,194.47,309.00,110.73,174.73,796.81,548.11,426.20,299.06,80.07,396.34,424.14,290.93,190.97,186.45,532.20,183.10,385.40,399.19,137.09,587.36,455.48,474.47,821.73,184.71,245.80,606.82,316.11,519.41,259.40,733.24,780.88,482.12,283.76,264.35,324.50,281.22,269.25,226.61,173.09,201.42,130.12,92.86,519.06,533.32
15:04,428.36,265.60,591.80,233.82,297.19,443.06,641.60,60.87,24.39,182.67,114.13,173.80,388.40,103.00,194.67,822.69,625.11,372.87,389.00,53.20,384.79,495.45,214.82,218.61,166.27,638.33,245.95,437.47,396.31,107.04,401.00,380.83,513.47,639.60,334.65,377.93,530.64,254.74,383.12,309.87,603.47,676.56,447.75,194.29,238.75,358.05,197.56,273.56,218.97,260.95,215.33,218.83,110.83,384.65,665.86
15:05,398.71,330.40,438.73,148.18,273.56,419.50,474.93,104.87,12.94,164.13,123.60,166.67,351.73,169.33,196.33,825.38,323.72,325.47,367.44,121.07,348.17,476.18,249.18,274.19,174.95,721.13,277.60,408.80,529.19,98.76,431.64,446.30,468.07,805.67,343.12,354.20,486.41,265.42,552.94,269.73,367.00,698.88,365.38,306.82,179.40,453.60,180.06,254.33,208.97,320.82,240.50,191.54,122.00,291.06,572.64
15:06,413.36,313.40,496.53,278.47,351.62,366.56,469.47,66.73,57.67,101.80,180.40,325.80,391.73,211.87,240.13,892.31,223.67,290.00,359.12,76.00,303.86,307.91,347.00,251.72,210.82,697.73,267.05,160.53,470.88,99.00,527.43,383.00,409.07,697.80,391.71,372.20,593.77,226.11,472.88,212.87,371.82,705.56,368.31,402.18,264.80,309.30,236.28,240.25,185.61,330.64,196.53,198.25,108.11,378.06,600.36
15:07,560.00,230.67,475.93,240.65,446.94,339.19,455.67,72.00,37.17,118.93,193.60,370.27,338.60,118.67,157.20,762.00,232.33,357.73,385.88,63.80,305.93,328.00,284.54,233.08,228.32,763.20,295.30,433.67,432.69,102.11,541.50,411.17,450.67,890.47,255.29,370.80,473.77,214.32,433.18,150.07,319.53,703.38,327.62,420.65,217.50,444.35,177.44,231.78,183.85,308.55,226.14,188.62,77.42,414.41,532.77
15:08,825.79,256.80,457.67,290.94,478.50,378.81,653.47,66.27,23.56,205.93,166.53,422.40,253.27,126.53,220.43,779.12,274.00,344.73,455.25,56.20,265.48,355.14,325.43,277.08,232.32,686.13,417.65,439.13,398.25,84.39,544.29,375.09,316.00,1022.80,397.65,323.33,573.77,248.53,457.71,180.33,394.47,583.94,290.00,446.59,244.45,376.10,215.92,235.78,147.55,346.95,188.11,193.12,125.00,386.53,582.91
15:09,433.21,364.67,497.40,149.59,427.88,378.31,627.00,64.87,38.56,212.60,145.00,374.93,268.00,148.87,230.00,708.44,285.44,329.87,465.81,89.87,203.76,370.86,290.82,222.31,183.86,724.20,435.00,436.73,469.50,109.54,431.57,440.30,334.07,793.67,495.18,305.67,486.91,299.32,463.59,210.07,357.41,772.00,347.88,451.71,214.95,391.05,249.36,269.64,191.03,305.23,159.56,169.12,93.25,504.65,555.68
15:10,564.00,338.67,494.80,195.82,483.12,340.56,616.33,46.20,27.89,177.67,85.33,355.13,302.40,108.00,164.21,660.44,293.33,332.13,446.62,75.60,238.55,379.86,245.64,234.28,266.32,771.93,285.70,296.40,379.81,126.15,485.57,534.26,351.40,781.60,488.47,214.67,512.68,314.63,357.65,147.73,254.94,713.62,362.75,414.41,205.85,294.80,151.75,369.58,233.52,313.77,201.14,105.25,79.92,564.41,653.64
15:11,647.21,405.27,574.87,197.65,602.44,252.38,488.53,121.20,40.39,168.20,141.27,352.20,393.53,178.20,148.64,718.00,242.61,297.73,502.69,98.47,254.69,401.73,304.57,176.31,192.91,600.33,324.40,231.20,493.00,108.30,454.36,466.09,386.20,925.67,548.18,321.67,383.95,320.16,477.06,201.27,386.82,661.19,454.81,489.76,229.95,405.40,295.72,430.83,262.94,253.32,213.94,184.08,121.14,687.24,611.36
15:12,706.43,539.13,534.87,259.94,733.12,281.12,512.87,142.80,55.61,132.13,139.67,344.67,349.13,253.00,167.86,748.94,264.50,363.47,458.25,73.60,279.83,413.59,235.57,244.75,275.36,499.40,376.55,368.73,458.56,106.00,490.43,348.39,454.67,486.40,580.06,227.13,423.45,246.26,398.35,184.13,376.59,577.19,374.88,431.06,173.50,336.30,262.39,348.97,239.97,389.14,179.36,153.62,117.19,572.18,580.23
15:13,805.14,487.87,435.47,297.18,588.06,300.12,522.80,251.93,81.17,124.27,122.27,309.40,249.80,229.27,158.00,657.38,271.17,325.73,326.06,55.93,281.93,615.05,251.82,178.61,194.55,406.27,362.55,257.87,411.19,150.46,461.43,276.61,446.27,602.73,670.06,146.00,470.73,253.89,584.00,188.07,394.12,523.25,484.12,423.71,199.40,262.95,231.94,306.28,204.70,416.27,204.28,164.83,130.67,391.53,493.41
15:14,908.86,357.53,426.73,173.59,498.88,338.19,471.00,227.13,107.50,129.47,130.20,345.67,344.47,168.67,89.64,673.38,270.39,275.53,356.31,111.40,302.79,335.77,272.25,249.47,226.05,414.53,441.90,187.20,354.38,125.63,607.57,400.61,372.60,332.07,567.35,171.07,465.00,313.00,446.82,197.80,690.00,489.75,394.88,424.94,239.70,396.60,220.78,275.47,241.18,405.36,179.86,162.38,80.36,400.82,552.77
15:15,672.43,408.73,511.47,151.76,599.50,348.44,412.40,185.93,48.11,170.53,130.80,309.93,382.53,218.93,208.57,737.62,338.17,348.33,469.88,37.00,363.07,399.73,284.46,274.56,250.00,548.87,316.40,195.73,297.12,182.17,570.00,349.70,366.93,295.27,719.71,248.60,584.27,289.16,599.41,132.07,429.94,699.25,357.94,416.35,242.40,360.60,307.75,275.25,199.73,448.32,219.50,149.33,87.44,405.41,686.41
15:16,685.29,412.73,588.20,271.47,632.25,279.25,320.67,95.67,41.50,157.27,170.93,394.07,324.93,136.73,291.36,725.50,303.94,368.67,300.88,22.13,330.38,397.05,276.71,212.69,253.82,574.40,262.55,282.33,558.50,125.46,419.07,307.83,377.80,416.53,669.29,269.53,538.18,212.11,770.00,179.27,259.18,358.94,299.12,414.76,268.00,324.15,288.42,230.58,255.30,361.18,207.69,162.04,80.67,353.47,742.18
15:17,710.43,492.00,604.73,265.35,642.38,335.81,465.33,109.67,66.39,152.67,212.93,306.73,410.80,214.60,322.43,682.81,270.72,304.67,247.06,34.27,336.59,376.00,258.04,241.83,287.23,555.93,238.60,245.80,547.25,130.24,527.64,345.78,482.60,306.67,692.53,301.80,669.86,247.84,642.94,303.20,477.94,289.88,292.81,328.41,260.15,275.65,250.25,243.69,235.33,301.27,202.67,134.50,89.00,371.41,725.09
15:18,604.21,548.07,587.33,266.12,448.56,375.44,432.13,115.60,73.33,207.27,206.07,288.20,410.13,121.27,308.21,688.94,246.61,262.60,192.00,31.80,349.34,314.86,239.29,178.58,228.55,714.33,236.15,409.00,462.94,92.65,311.50,311.22,550.60,291.80,483.65,279.80,671.45,211.79,684.53,278.27,421.71,473.81,297.62,355.12,234.75,208.60,221.83,239.75,181.88,391.32,176.67,131.38,120.58,385.12,693.45
15:19,607.21,461.73,541.53,292.00,449.19,294.56,469.60,51.00,76.39,195.73,229.80,279.27,417.73,139.33,317.43,737.81,127.67,268.73,271.50,44.93,295.41,284.95,248.89,121.75,214.91,600.47,205.55,251.80,648.81,117.02,444.71,260.52,409.87,377.67,415.71,232.40,632.77,245.21,728.59,287.00,408.12,425.06,355.69,391.65,341.95,133.85,226.89,205.58,250.21,379.23,201.81,114.83,96.19,471.76,819.77
15:20,559.00,445.40,544.93,117.59,482.50,292.38,544.40,59.33,109.83,113.53,204.47,340.93,528.00,98.73,228.71,792.38,178.00,276.07,356.56,40.07,297.14,340.41,246.54,114.72,183.64,567.73,238.25,314.00,566.19,80.57,446.21,415.35,568.13,379.93,318.12,275.40,639.23,386.11,675.94,242.27,557.24,445.81,322.56,397.53,404.25,188.45,191.36,160.97,200.82,443.86,222.00,146.29,95.78,531.24,686.41
15:21,634.50,684.00,534.40,164.06,451.94,296.56,587.47,169.47,94.06,115.93,200.33,286.60,413.60,107.13,179.57,684.31,240.33,245.20,315.69,70.47,349.66,406.41,173.36,149.31,196.45,614.80,396.45,330.33,555.75,107.26,400.71,429.65,718.40,352.73,233.35,327.93,528.77,246.95,679.82,358.87,563.12,445.25,323.19,277.06,298.50,156.15,209.89,155.06,172.27,546.32,223.81,140.79,82.36,508.35,758.50
15:22,518.43,596.20,670.53,317.18,486.81,227.56,513.27,201.53,64.06,186.27,127.47,381.00,426.13,139.93,234.43,710.38,178.39,226.87,308.31,82.40,284.28,318.36,205.93,151.03,187.73,482.07,333.60,387.80,449.06,110.70,419.43,434.22,663.40,344.00,322.71,321.73,616.41,264.47,426.00,354.47,460.47,467.25,391.00,371.35,265.00,251.05,256.89,160.89,165.03,365.14,226.78,167.96,104.00,465.82,597.36
15:23,675.64,476.60,529.13,279.94,474.06,260.94,502.40,158.13,50.78,210.13,126.87,296.07,457.00,93.60,134.71,673.12,182.28,236.67,320.88,38.47,331.69,304.18,212.25,158.03,180.50,562.47,257.60,362.93,404.75,133.96,335.36,416.65,513.40,452.13,395.12,312.27,457.68,238.32,459.59,407.13,437.65,488.06,451.94,395.53,219.15,288.55,249.89,161.00,204.21,333.45,197.39,154.88,88.42,448.59,729.95
15:24,699.07,488.20,643.27,264.12,554.81,312.50,532.60,133.87,25.72,126.27,135.13,296.00,424.93,104.60,134.79,680.56,176.22,235.87,397.81,40.53,391.72,363.64,222.43,107.36,187.95,463.73,290.45,242.47,441.62,139.57,299.36,423.13,376.00,355.47,321.41,447.93,474.32,396.68,410.71,339.33,564.35,391.12,387.38,447.29,215.80,279.05,305.06,257.69,156.55,352.09,161.03,201.71,111.64,677.29,644.77
15:25,625.43,644.00,583.47,272.75,544.38,265.94,461.27,109.27,40.94,137.60,130.27,337.73,466.73,93.07,196.64,675.75,180.44,203.07,354.19,42.07,293.10,399.64,272.36,136.56,185.14,398.20,255.20,221.20,531.12,142.46,395.86,393.48,466.40,418.07,271.65,469.40,414.95,383.21,537.12,404.47,253.94,527.56,425.81,365.53,242.20,206.65,271.86,261.33,204.36,295.59,149.28,214.58,90.89,568.00,724.91
15:26,535.29,459.47,485.13,222.06,462.38,348.25,584.33,142.80,61.11,137.53,137.93,328.13,503.60,106.27,175.86,801.75,161.89,318.87,335.75,63.40,293.79,406.36,188.43,120.69,219.18,353.53,345.90,393.07,457.00,141.61,374.50,411.09,553.67,359.00,353.35,388.60,552.45,320.74,490.76,347.13,232.41,471.31,391.06,322.18,209.95,241.35,249.06,195.06,223.61,357.36,204.58,148.46,94.69,569.82,815.64
15:27,677.93,409.87,462.20,228.50,447.94,283.88,488.87,75.80,77.89,160.00,116.73,295.87,418.67,121.33,160.43,713.62,184.89,285.60,265.88,52.47,269.59,359.91,194.46,118.81,144.23,225.07,387.25,306.87,546.69,127.89,477.71,447.96,518.33,360.00,444.65,312.33,474.73,332.53,541.82,321.27,285.53,441.81,377.50,346.00,316.70,318.85,244.75,250.03,231.82,298.05,234.28,157.75,83.81,624.24,640.45
15:28,806.21,496.73,432.93,232.69,444.88,194.56,418.73,125.07,62.44,207.47,120.47,292.27,289.00,76.33,119.43,654.50,168.17,245.33,307.75,76.47,309.07,424.91,190.25,123.28,130.27,277.07,419.25,127.73,406.69,129.76,348.93,433.70,527.93,472.73,447.06,329.53,585.73,363.26,468.24,321.80,296.41,577.19,288.56,346.59,298.20,333.00,267.53,257.92,246.24,292.82,276.64,115.42,78.22,595.47,660.00
15:29,669.36,418.87,522.20,125.75,492.19,214.56,410.93,129.53,25.17,302.93,126.60,242.60,416.47,91.60,164.79,692.69,261.44,245.67,335.88,54.00,280.66,503.91,233.04,117.39,160.82,285.67,398.05,262.07,496.31,123.33,413.14,393.91,514.33,332.60,603.35,473.40,546.68,220.11,472.82,399.60,299.53,702.19,250.25,381.24,264.90,276.05,207.78,265.42,220.58,373.55,320.97,134.12,101.11,439.82,612.64
15:30,780.50,520.93,460.40,166.56,457.44,305.19,515.80,75.53,13.89,230.33,109.07,195.93,408.80,65.00,190.57,667.38,197.39,221.67,221.62,71.07,261.17,487.09,194.71,126.44,168.23,301.47,491.10,174.93,452.38,117.26,450.79,407.57,457.60,374.80,381.82,361.00,638.64,176.63,487.29,444.33,333.65,822.44,201.69,437.18,262.95,394.30,230.33,238.22,211.21,396.00,295.64,115.71,98.00,419.12,763.14
15:31,925.21,644.73,482.33,219.44,490.19,402.75,429.80,17.27,50.33,123.47,89.67,207.73,402.20,117.33,179.43,841.75,173.33,287.93,197.12,42.73,263.86,424.95,146.64,145.61,92.55,285.60,432.30,248.67,418.81,123.02,561.64,377.61,352.20,427.40,349.41,376.47,587.18,204.89,576.24,443.00,351.65,842.50,239.38,454.47,299.45,264.20,216.19,245.25,179.39,321.14,294.19,98.88,101.25,604.00,708.14
15:32,541.07,658.87,513.07,176.44,560.75,301.38,382.07,12.00,37.28,175.93,85.47,192.60,533.40,63.80,74.21,928.56,200.56,244.80,152.31,85.27,303.07,351.68,189.54,130.61,133.32,283.33,380.45,184.13,541.31,107.48,362.21,368.57,407.20,435.27,349.29,448.07,578.05,297.47,467.59,356.93,311.82,626.56,231.75,526.71,222.75,252.25,191.03,209.86,225.82,252.09,261.39,98.96,78.19,529.88,560.68
15:33,515.50,604.53,485.27,163.88,387.75,293.19,648.53,12.80,22.06,131.00,89.07,137.67,434.07,91.27,70.43,752.69,346.94,305.27,261.69,72.73,276.07,383.73,215.32,146.14,163.64,302.53,317.55,269.73,517.31,96.04,371.50,346.57,300.20,260.53,293.18,409.53,585.73,283.05,404.94,383.67,257.53,525.50,214.19,469.47,271.80,292.10,126.81,230.44,229.67,230.68,375.11,121.79,106.94,510.12,496.14
15:34,403.29,551.53,570.33,230.06,426.94,277.00,451.40,43.27,34.89,177.53,103.93,138.00,380.40,92.20,108.86,843.50,314.50,305.40,152.75,65.73,265.38,435.45,212.50,112.72,166.41,353.60,300.10,265.00,491.06,120.80,405.36,372.13,361.67,333.00,378.53,367.07,693.68,302.21,337.71,326.53,232.06,547.56,221.75,387.71,200.70,268.15,174.56,177.72,213.33,200.73,332.17,64.79,102.72,598.29,583.64
15:35,269.86,421.73,592.27,221.62,388.56,168.50,454.00,39.07,52.28,236.67,113.80,126.53,329.07,106.80,38.93,860.25,295.56,217.93,306.38,40.47,299.72,261.27,186.54,182.00,141.32,328.33,445.95,204.33,508.38,98.83,373.43,376.87,328.73,349.13,415.06,401.27,603.41,294.74,257.24,339.60,277.71,656.81,333.75,550.76,181.20,273.50,221.17,201.56,241.18,318.64,296.69,153.96,157.86,496.65,564.05
15:36,341.14,447.93,453.67,118.75,339.31,129.94,343.27,30.00,73.00,205.40,110.33,141.87,368.73,79.00,40.57,732.44,213.56,182.13,419.12,88.67,299.72,335.73,139.07,120.28,199.55,373.93,518.10,278.00,648.62,80.30,371.29,359.83,350.93,296.47,373.12,383.20,625.36,338.89,278.82,403.20,284.59,674.44,281.25,482.59,210.40,321.60,223.94,201.75,202.48,288.27,290.25,60.75,159.47,633.24,603.14
15:37,347.07,648.53,402.93,166.31,385.69,228.38,397.87,60.33,96.28,95.07,133.53,178.27,467.27,79.67,59.71,617.38,239.33,230.67,447.62,59.87,313.28,374.36,181.32,147.69,255.14,272.20,584.75,199.80,504.44,106.93,248.36,358.83,303.27,383.93,264.71,345.67,519.41,389.05,297.41,333.93,254.65,909.25,288.06,456.06,125.70,297.75,185.47,218.50,202.64,263.05,310.56,84.29,164.56,442.88,507.59
15:38,364.93,690.00,472.13,195.44,386.88,202.38,405.87,34.87,79.56,142.07,121.07,143.07,571.60,83.40,221.64,687.56,194.78,243.67,307.75,70.40,308.24,409.36,165.57,113.36,239.86,237.13,553.25,254.27,597.19,99.80,283.50,379.70,342.13,345.47,326.24,277.60,526.77,329.63,435.18,376.07,261.29,866.25,262.00,532.41,182.60,392.40,203.89,250.56,201.76,313.23,296.64,109.46,158.31,642.24,559.18
15:39,517.57,543.07,472.20,170.81,314.81,199.44,522.87,48.40,91.56,179.73,94.60,138.27,419.67,105.87,123.71,565.38,270.33,231.40,376.00,55.00,361.24,446.05,140.71,84.83,196.27,333.27,443.35,274.33,477.50,96.02,318.00,368.26,410.87,611.33,288.18,301.40,558.64,458.26,259.29,300.27,308.24,726.12,411.19,419.41,154.35,310.50,219.83,281.86,200.09,378.45,329.78,120.46,187.89,471.88,608.59
15:40,384.93,490.33,419.67,194.12,407.00,168.69,607.33,72.40,117.22,234.07,143.00,115.20,437.60,81.07,171.00,507.31,240.44,212.27,314.56,89.13,358.79,418.18,207.96,126.67,187.77,305.40,461.65,412.87,435.81,96.04,361.21,317.43,378.73,559.33,381.59,283.33,374.14,438.26,410.82,413.40,445.00,709.25,422.75,342.41,104.15,436.70,220.19,232.36,144.85,321.18,335.50,144.21,211.67,498.24,603.00
15:41,465.93,409.13,285.40,200.25,420.94,181.19,451.00,77.53,132.17,232.73,151.93,178.40,305.00,87.80,181.64,578.38,233.22,234.47,282.19,59.73,394.93,409.18,165.57,112.58,150.09,357.93,409.05,503.33,467.06,131.37,539.71,401.87,300.20,543.93,398.53,269.33,407.59,370.68,281.24,464.00,367.65,734.38,337.62,319.65,225.80,452.35,264.06,277.69,148.97,287.09,350.69,111.25,271.97,461.47,605.41
15:42,372.50,342.87,310.00,196.62,425.50,171.62,432.13,99.00,122.67,113.40,100.00,137.20,289.60,166.73,176.14,398.38,200.00,228.60,224.12,66.93,317.55,386.41,160.14,128.53,160.59,418.40,440.70,338.87,559.62,117.59,520.21,377.48,429.27,568.80,347.71,223.27,538.68,299.79,202.29,354.07,280.12,708.69,347.25,313.76,165.60,405.25,218.86,231.89,183.21,309.50,340.33,94.08,214.08,411.29,802.05
15:43,306.86,301.80,303.87,224.38,432.38,207.69,427.20,105.67,116.28,108.60,95.67,98.20,215.20,172.40,158.71,567.12,272.56,218.33,216.50,37.33,360.83,512.55,106.54,96.22,183.59,437.67,471.55,326.80,577.06,117.30,320.79,404.48,297.80,507.53,557.35,217.07,476.41,405.21,331.88,257.53,315.41,614.56,274.75,274.06,152.70,460.25,251.81,272.56,183.12,346.95,306.75,85.29,224.83,344.24,787.09
15:44,281.57,272.00,366.80,177.50,481.25,192.12,503.53,119.53,106.83,135.53,110.27,157.40,337.20,140.53,178.14,592.56,320.44,187.87,177.12,35.33,312.28,454.23,112.18,84.31,174.73,441.20,462.20,326.33,507.56,128.74,311.71,398.22,424.87,562.40,669.47,184.13,462.18,365.58,456.59,306.13,289.12,767.69,221.75,388.18,117.60,404.65,209.86,254.61,167.24,299.50,301.14,103.75,159.78,494.59,821.32
15:45,283.50,372.67,455.93,192.56,508.75,188.06,599.47,101.20,80.61,261.80,28.33,181.00,352.93,120.73,183.29,537.25,267.50,221.80,234.12,35.20,276.28,403.55,115.93,76.50,230.18,330.33,373.40,414.33,537.50,133.87,163.36,465.74,302.53,611.07,513.00,262.13,321.68,351.05,411.76,331.13,257.76,786.19,241.69,402.76,220.85,285.50,184.92,264.06,222.79,299.36,203.61,100.71,184.56,693.59,737.91
15:46,257.07,231.00,466.80,306.19,419.25,231.31,540.87,83.80,121.06,241.67,75.07,145.73,335.40,125.13,357.07,557.00,389.00,186.13,253.75,47.80,277.66,385.27,152.67,97.47,267.86,267.67,361.25,360.40,597.06,127.09,331.14,422.70,351.27,374.60,428.41,310.27,354.68,395.74,397.24,315.80,360.06,747.94,290.75,401.12,212.20,290.35,208.14,240.75,175.64,412.05,227.42,155.46,177.97,638.35,903.86
15:47,177.14,246.93,456.13,283.12,455.50,198.62,572.47,71.87,94.28,270.47,58.13,131.47,412.80,147.67,162.21,549.38,271.61,158.73,250.06,40.00,372.97,422.36,184.26,112.69,204.45,271.73,481.00,424.00,606.88,130.52,338.14,376.87,430.93,465.47,348.24,283.80,390.95,350.89,342.82,240.73,426.18,749.25,253.62,418.53,191.35,225.95,209.42,250.89,155.55,385.36,230.56,133.04,161.00,705.24,851.41
15:48,256.43,238.20,550.27,252.94,392.75,205.31,698.20,102.40,150.83,216.13,77.00,136.47,546.33,136.00,150.00,573.93,299.39,149.53,202.69,32.07,372.45,356.64,184.56,150.08,222.82,238.60,472.60,332.93,604.00,139.85,298.50,469.13,385.67,532.13,386.88,341.93,326.27,385.11,341.71,261.60,336.18,833.81,228.12,345.35,161.65,258.20,203.89,256.78,144.00,203.95,267.42,89.04,139.11,731.47,793.55
15:49,284.57,363.33,501.00,266.50,453.56,134.19,665.93,104.53,114.11,133.40,99.07,129.20,395.67,135.67,39.79,401.67,284.72,148.33,166.12,41.67,309.69,460.82,109.78,88.75,235.18,206.93,457.70,465.80,557.06,102.07,521.64,442.52,296.80,345.00,401.65,293.47,422.50,303.11,279.71,236.47,433.12,763.19,252.69,332.76,180.20,243.35,342.39,160.31,204.00,235.23,232.58,88.92,142.89,460.53,884.41
15:50,277.86,375.60,512.27,236.12,367.44,177.62,541.00,84.67,136.06,120.27,133.53,137.87,470.87,128.73,152.71,362.87,235.50,63.33,158.25,39.87,298.83,453.73,170.30,109.86,172.00,246.20,378.60,556.53,732.88,125.30,531.79,361.13,205.07,485.07,400.24,358.47,344.18,444.74,297.82,269.87,364.00,777.69,415.56,290.12,277.40,275.70,278.22,179.00,187.82,164.27,255.47,96.25,139.42,549.71,780.50
15:51,298.57,212.80,499.67,274.25,291.81,234.31,471.53,114.33,165.83,87.60,89.73,121.80,393.80,150.00,193.07,476.47,233.11,163.73,170.94,66.33,253.69,417.32,180.15,98.00,200.32,378.33,331.25,437.53,816.12,126.80,494.71,446.04,148.47,504.67,351.18,325.53,307.18,350.42,338.65,296.93,357.65,648.94,373.25,190.59,368.65,332.75,261.06,194.14,165.24,275.59,198.42,98.17,130.44,643.59,733.55
15:52,179.07,286.07,589.53,249.44,342.31,211.81,461.67,122.67,130.44,69.00,120.53,105.33,314.40,236.60,219.79,467.47,222.72,152.00,168.31,12.47,288.17,347.18,166.93,112.03,167.41,435.93,383.05,498.00,763.94,114.24,548.86,367.83,243.33,551.87,242.18,349.73,372.32,332.47,363.82,369.87,358.06,625.62,448.25,185.06,327.00,375.05,254.19,333.39,215.00,188.68,182.56,127.29,131.72,602.41,663.86
15:53,253.14,343.27,534.53,220.38,327.44,259.62,454.33,53.73,125.44,87.33,123.73,96.20,335.20,214.20,112.36,441.33,296.39,190.13,176.75,18.27,295.52,354.14,145.07,92.03,158.64,239.67,416.85,569.67,815.00,102.65,737.93,322.30,228.00,459.13,347.41,253.60,449.32,323.05,320.94,342.20,386.71,532.44,533.75,244.24,269.55,334.15,199.97,310.44,195.85,233.68,186.86,138.79,171.58,508.53,710.23
15:54,291.57,166.67,585.53,264.12,384.75,269.12,431.60,37.47,131.11,120.93,152.27,87.73,295.60,162.93,89.57,584.93,279.44,212.13,290.75,44.00,306.93,355.27,151.89,108.14,177.59,327.00,441.60,474.67,607.94,98.11,624.43,399.96,318.47,561.20,331.18,213.80,513.64,260.21,318.47,355.27,374.53,526.94,462.56,170.29,208.75,432.60,328.33,209.75,176.45,288.41,240.86,105.21,166.94,571.35,798.45
15:55,131.50,203.60,746.87,186.75,330.81,274.31,382.20,16.00,169.94,228.40,207.53,87.27,342.40,126.40,162.29,485.47,316.89,190.60,365.44,58.87,303.76,405.41,149.59,129.61,162.91,326.27,440.50,432.67,850.44,98.20,542.50,291.74,339.13,720.93,273.47,387.87,479.41,385.32,275.82,350.93,244.71,515.56,398.75,144.94,327.55,438.95,215.67,207.44,163.00,333.00,236.36,93.88,142.22,524.06,879.73
15:56,191.07,212.60,630.20,126.56,357.94,233.56,413.27,90.80,118.72,222.53,166.93,147.80,305.13,116.00,158.79,580.80,223.89,229.33,377.62,76.73,357.10,418.09,148.07,113.58,225.41,383.07,431.00,418.67,718.38,68.57,510.07,393.17,237.67,497.13,395.00,305.13,447.00,343.79,264.00,430.87,305.53,372.19,332.69,206.35,306.60,432.00,229.53,160.94,159.58,240.00,211.08,126.92,115.50,502.94,799.50
15:57,288.29,208.33,563.47,188.12,353.50,254.44,419.40,59.60,125.28,312.33,134.60,102.73,272.47,126.60,134.64,596.20,206.56,173.07,318.94,52.93,335.21,412.09,166.44,110.39,341.73,312.33,396.55,526.20,641.75,131.96,523.21,508.30,377.47,497.60,211.71,254.67,499.73,274.89,360.88,352.20,245.41,427.88,475.25,176.24,176.75,274.60,179.58,264.61,155.12,238.41,246.25,110.79,156.53,452.71,645.09
15:58,312.21,240.27,534.73,195.12,409.94,185.62,509.40,43.00,208.89,173.73,119.40,136.93,228.80,148.73,134.93,667.13,229.56,216.80,355.88,99.33,305.14,456.32,188.89,104.28,267.14,282.80,352.75,420.13,651.88,90.91,494.14,508.43,247.47,444.73,232.24,249.47,424.77,443.89,495.82,314.87,295.94,428.69,383.50,223.94,290.55,215.60,200.58,179.61,134.00,261.05,226.25,169.38,159.36,569.06,770.86
15:59,409.43,344.00,667.53,133.50,312.12,173.50,370.33,29.53,210.89,158.67,118.80,126.00,255.20,123.93,138.50,523.40,214.67,252.87,302.00,101.13,281.52,324.18,191.93,134.56,277.00,374.87,396.50,445.33,582.12,77.83,502.71,381.87,297.00,531.27,289.35,218.67,403.00,422.21,397.76,377.53,306.47,381.38,361.38,235.35,190.10,338.35,185.67,217.11,152.82,249.82,193.81,105.67,184.42,645.65,783.32
16:00,279.50,257.73,452.93,108.44,329.62,169.50,405.80,44.73,177.17,355.07,99.53,143.27,284.93,129.93,184.57,538.20,211.00,198.47,312.62,132.27,288.55,308.91,162.15,171.50,316.50,424.13,394.85,422.20,584.81,94.70,515.86,345.39,263.73,429.53,241.47,189.40,304.05,349.47,367.35,335.13,180.00,381.19,281.94,213.06,297.25,327.10,222.47,278.72,156.76,297.23,203.58,100.58,207.00,658.24,782.59
